id,summarized,text,root,length,emotion
61zeva,0,I think pocket watches are pretty cool,think,7,impressed
61yaw8,0,i really dont know how to explain this...,know,10,questioning
61xz99,1,Help!,help,2,trusting
61xe87,1,We went to see Power Rangers.,go,7,excited
61xb43,1,Help!,help,2,trusting
61x1u4,0,I'm currently playing through the Water Temple.,play,9,anticipating
61wzae,0,Let's talk about Overwatch!,let,6,excited
61wqxb,0,My friends cheated on a college test,cheat,7,guilty
61w02p,0,I just love dogs y'all.,love,7,caring
61txys,0,Some kid just ran into me.,run,7,furious
61t4up,1,"Tell me about your theme song, CC!",tell,9,suggesting
61pjyy,0,Scored a job interview!,score,5,proud
61p7be,0,Post the last song you listened to.,post,8,nostalgic
61oyda,1,My summer is going to be *awesome.,go,9,joyful
61obos,0,Talking about pets.,talk,4,sentimental
61ntk6,0,Wanting to be a cam girl,want,6,hopeful
61mp4s,0,The craziest thing happened to me,happen,6,terrified
61mltg,0,I want to start a new hobby,want,7,hopeful
61mewq,1,I'm playing some video games.,play,7,content
61mayt,0,Sitting at work bored,sit,4,lonely
61lqak,1,Yesterday I made a carrot cake.,make,7,proud
61ljp7,1,Title kinda explains the question.,explain,6,acknowledging
61l8bo,0,Let me recommend you music/games.,let,8,trusting
61l630,0,This sub doesn't feel casual anymore.,feel,8,annoyed
61krs1,0,Please I just need someone to talk to.,need,9,questioning
61k59y,0,"I just got fired, on my second day.",fire,10,devastated
61k0px,0,Just got instant karma,get,4,acknowledging
61jzu3,0,I got a number!,get,5,proud
61jyb3,1,Just started episode 4.,start,5,excited
61jxyy,0,I am not doing well.,do,6,sad
61jj3i,0,Let's just talk about books,let,6,joyful
61jex3,0,Let's talk.,let,4,anticipating
61j4zg,0,My boss wants me to be more confident.,want,9,confident
61ixsb,1,Hope its fantastic,hope,3,encouraging
61it62,0,I shaved my pubic hair for the first time today,shave,10,proud
61ip8n,0,I met the perfect girl last night.,meet,8,excited
61iktx,0,I feel like I get lonely too easily.,feel,9,lonely
61ifv1,0,Trying to cook even healthier.,try,6,hopeful
61iemz,0,I need a distraction,need,4,content
61idjy,0,Bought my first music festival ticket!!!,buy,9,excited
61icr0,0,Today I witnessed someone laying in the street.,witness,9,sad
61i8lf,1,"I still feel like crap, so hi!!",feel,10,sympathizing
61i57s,0,I'm really obsessed with the tv show House,obsess,9,jealous
61i0lt,1,I'll give you advice.,give,6,trusting
61i0ld,0,If I came over to your house..,come,8,suggesting
61hskq,0,I got approved for SSI today after 6 years!,approve,10,excited
61hsb7,0,"hey guys , ask me anything",ask,6,questioning
61hjmd,0,I just want to be noticed.,want,7,caring
61h4f0,1,Anyone just want to talk.,want,6,questioning
61gsqo,0,I'm resetting my internet presence.,reset,7,prepared
61g7xe,0,"Oh, how views can change",change,6,acknowledging
61fws1,1,Work even sent me home .,send,6,sad
61fezf,0,I went out with some co-workers last night,go,10,joyful
61f4ch,0,I think I reached the lowest point of my life,think,10,sad
61ek88,0,Black Mirror is messing me up,mess,6,annoyed
61ejo8,0,I just got out of jail.,get,7,proud
61da6y,0,Show and tell time!,show,5,excited
61da65,0,Feeling down,feel,2,sad
61d2tu,1,I feel like i'm loosing my friendships.,feel,9,sad
61cr6o,0,Just got my wisdom teeth out,got,6,excited
61cpvp,0,You are beautifully made and a someone,make,7,proud
61co2e,1,Let's chat,let,3,suggesting
61cg07,0,I'm getting drunk with my family,get,7,annoyed
61bt5b,0,So my ex says she needs space.,say,8,sad
61brrq,0,I need motivation to not leave work early.,need,9,apprehensive
61awps,0,I am going to fail my class at university.,go,10,confident
61ao7o,1,Let's chat!,let,4,encouraging
619qz8,0,Let's Chat!,let,4,encouraging
619qq1,0,Struggling with my wife's birthday present,struggle,7,anxious
619flo,0,Tell me about your pets.,tell,6,questioning
6199uj,0,While carrying a coconut.,carry,5,apprehensive
617wi2,0,Let's talk aliens,let,4,excited
616zju,0,Lets talk about Kong: Skull Island,talk,7,anticipating
616hoi,0,My boyfriend just escaped the friendzone! :),escape,8,excited
6167ie,0,I feel like little things are driving me crazy,feel,9,annoyed
615zno,0,I just enlisted in the US Marines,enlist,7,excited
615q5h,0,"Eat your goddamn oranges, kids.",eat,7,furious
615pum,0,My sleep schedule is all jacked up,jack,7,prepared
615pbc,1,I felt worthless.,feel,4,ashamed
615n0f,0,"My friend called me a ""Buk""",call,8,ashamed
615mn4,1,I am looking for good free books.,look,8,anticipating
614yhh,1,I use like 7 squares per wipe .,use,8,prepared
614krd,0,"Cheer me up casualconversation, I just got dumped...",dump,10,sympathizing
614i2o,0,physical standards set too high today,set,6,angry
6149ij,0,Everything from the past is ending,end,6,devastated
613wlx,0,I got a raise today!,get,6,excited
613mzn,0,i need a dog,need,4,caring
613dfq,1,That alone would cover the bulk of my bills .,cover,10,confident
6133cs,0,Let's talk about social gatherings!,let,7,joyful
612z95,0,You're forced to live on a deserted island....,force,10,lonely
612rug,0,Just waiting at the doctors office getting my finger checked,wait,10,anticipating
612dxt,0,I just came out as bi,come,6,surprised
6126vx,0,Tell me something that made you laugh yesterday.,tell,9,questioning
61260b,1,The screaming children are driving me insane.,drive,8,angry
6121p1,0,Presenting High School Diploma at job interview,present,7,proud
611xlr,0,Just answered a phone call asking for my dead mom,answer,10,sentimental
611uek,0,"I just stayed up all night, AMA",stay,8,annoyed
610sbt,0,I got sold a lemon and need to vent,sell,9,sad
610aj6,0,I just woke up with a panic attack,wake,8,anxious
6107wf,0,Bought my momma Fallout 4,buy,5,sentimental
6107tl,1,Turns out I'm six weeks pregnant!,turn,8,excited
60za5b,0,Looking for a friend,look,4,lonely
60z00x,0,I love the flairs on this sub,love,7,impressed
60x8qu,1,Start some conversation before I lose my mind!,start,9,anxious
60x3ux,0,"i like defining words, give me some words!",like,10,confident
60x0zv,0,I've got a job interview tomorrow!,get,8,excited
60w86x,0,The most adorable thing happened to me yesterday.,happen,9,joyful
60w2l9,0,Post whatever your predictive text writes for you,post,8,hopeful
60v8tb,1,I think my wife wants to separate.,think,8,apprehensive
60v6rb,1,The interview did not go well.,go,7,disappointed
60uzvw,0,"Waiting for a Switch, lets talk",let,7,anticipating
60uz37,1,"""Omg, we should hang out sometime!""",hang,10,suggesting
60uyon,1,I guess I could use a cheer up.,guess,9,suggesting
60uxic,1,*edited for grammar,edit,4,acknowledging
60u0ez,0,"Every time I get stressed, I feel nauseated",feel,9,anxious
60thb6,0,Tell me something that made you laugh today.,tell,9,questioning
60p9np,0,I finally got over 1K karma!,get,8,proud
60o2uq,1,Try not to yell.,try,5,annoyed
60o0za,0,Serious Confession - I drink room temperature lemon juice,drink,9,ashamed
60nr4h,1,Feels kinda weird.,feel,4,questioning
60nbvm,0,I've been having a recurring dream..,have,8,afraid
60m5bc,0,"laying in bed, shaking, don't feel real",feel,10,anxious
60lrrw,1,Dealing with a thing.,deal,5,sad
60l82y,0,I deleted all of my social media accounts.,delete,9,ashamed
60l1by,0,I got in my first car accident today.,get,9,embarrassed
60khlp,0,"I work nightshifts, it gets lonely",get,7,lonely
60k5ir,0,Going to ask someone out in 2 hours!,go,9,anticipating
60jrkv,0,My SO and I just booked a mystery vacation!,book,10,excited
60iq37,1,Lunch saved!,save,3,proud
60i94w,0,My new PC just arrived,arrive,5,prepared
60i1eq,0,I am trying to discover 100 new artist this year,try,10,hopeful
60hz3i,0,Alright just got my wisdom teeth pulled,get,7,excited
60ht4n,1,Help me write the lyrics!,help,6,prepared
60hq27,0,I'm thinking of traveling alone for the first time,think,10,apprehensive
60hq1k,0,"Got some ideas, feel like some feedback",get,8,questioning
60h7pd,0,My family might be moving soon!,move,7,excited
60gwet,1,Stay tuned.,stay,3,consoling
60gqj6,0,I realized why I'm so quiet.,realize,8,annoyed
60gi33,0,I am going to study abroad in Japan 😃,go,9,excited
60fwte,0,I pissed off my group project team,piss,7,furious
60fe9a,1,I could use advice.,use,5,suggesting
60f43t,0,My favorite teacher kicked me out of class today...,kick,10,furious
60eso3,0,Going to try acid for the first time,go,8,anticipating
60efkj,0,I gave someone the middle finger while driving today,give,9,guilty
60eehd,0,come chat with us!,come,5,excited
60e64c,0,I want to start being productive tomorrow.,want,8,hopeful
60dwix,0,I think I am losing a friend.,think,8,sad
60didi,0,I've been thinking about opening an Etsy shop.,think,10,hopeful
60d6i4,0,Gonna ask a girl out tomorrow,go,7,hopeful
60d3m3,1,So let's just chat the hours away!,let,9,encouraging
60cop7,0,I get lonely on a Sunday night! :(,get,9,lonely
60cgr3,0,"I love my job, but I have to quit",love,10,disappointed
60cgqk,0,"Date cancelled, meh",cancel,4,disappointed
60cgpo,0,I bought myself some things today!,buy,7,proud
60cesx,0,Masskve family issue has just occurred,occur,6,sad
60ba2a,0,Found my first car after 17 years.,find,8,proud
60ailz,1,I feel bored all the day.,feel,7,lonely
6091k0,0,Laying awake in a hotel bed.,lay,7,afraid
608ypy,1,I'm talking electronic music!,talk,6,excited
608jqd,0,Worried about life...,worry,4,anxious
608duo,0,still getting used to this system,use,6,surprised
607w0f,0,Tell me about your guilty pleasures!,tell,7,suggesting
607vx1,0,My PC just broke,break,4,devastated
607uxx,1,Watching Generation War with my dad.,watch,7,nostalgic
607jjt,0,Discontinued fast food choices,discontinue,4,content
607hbr,1,I LOVE tea.,love,4,joyful
60755d,0,So I just got out of jail,get,7,proud
605s1q,0,I really hate chicken pox,hate,5,disgusted
605jks,0,I made my first EP!,make,6,proud
603pyu,0,Feeling awful and guilty,feel,4,guilty
603lze,0,I paid for therapy and it was fucking great,pay,9,proud
603e08,0,First impressions can be deceiving,deceive,5,trusting
602lfq,1,Read description.,read,3,acknowledging
60299m,0,Just asked someone out on a date!,ask,8,excited
6027oy,0,Finally got the courage to ask out my crush,get,9,hopeful
601ozp,1,I really like action and gangster movies.,like,8,jealous
601hjd,1,"Gonna go on Netflix now, goodnight!",go,9,wishing
601gy2,1,I want to hear about all your spooky stories.,want,10,caring
601750,0,I almost hit someone with my car today...,hit,9,guilty
600bwo,1,Please help me feel better :(,help,6,sympathizing
6006fe,0,An ex friend just flipped me off in traffic.,flip,10,furious
6003km,0,Tell me about/show me your dogs!,tell,9,questioning
6002me,0,My Mom just caught me with my entire stash,catch,9,guilty
5zzrbg,1,Feel like talking to anyone.,feel,6,questioning
5zzd9u,0,I didn't go to work on my day off,go,10,guilty
5zxi2d,0,I can't sleep,sleep,4,sad
5zxfeo,0,Playing hooky from work.,play,5,jealous
5zwqoy,0,I just got rejected from my last university,reject,8,devastated
5zwbfx,0,Someone keyed my car,key,4,angry
5zw88j,0,Tax returns just came in!,come,6,proud
5zvr05,0,Im a malnourished child,be,5,ashamed
5zvlix,1,I met a girl one week ago.,meet,8,excited
5zvhsw,0,I think I was born in the wrong generation,think,9,ashamed
5zvchs,0,Make me proud of what you did today.,make,9,proud
5zvbis,1,I listen to hardcore punk.,listen,6,nostalgic
5zugol,0,Let's talk embarrassing moments witnessed by your SO,let,9,embarrassed
5zu5xw,0,I feel so empty,feel,4,sad
5ztq94,1,Spend a week fixing someone else's code.,spend,9,furious
5ztf1y,0,Keep me entertained while I'm locked out!,keep,9,annoyed
5zt1kn,1,I would rather start a fight.,start,7,apprehensive
5zsw3x,1,LET ME LOVE YOU DAMMIT.,let,6,grateful
5zsn2w,0,I figured out why i prefer talking to strangers,figure,9,questioning
5zsl5r,0,"I get so uncomfortable around pretty girls, fuck me",fuck,10,disgusted
5zsj9q,0,I bought a step platform for step aerobics,buy,8,confident
5zr31h,0,Looking for some input on a gift idea,look,8,suggesting
5zq6jm,0,I wanna make friends!,make,5,joyful
5zq636,0,I was just welcomed to a restroom.,welcome,8,grateful
5zp92u,0,Go ahead and axe me a question.,go,8,suggesting
5zp75u,0,I really like this girl at my work.,like,9,jealous
5zoyob,1,Getting glasses at 24 years old,get,6,surprised
5zowt0,0,I love nothing to something stories,love,6,jealous
5zoq6k,1,I lost my skinny guy abs.,lose,7,jealous
5zo9x6,1,"Let's chat, guys!",let,6,encouraging
5zo3yp,0,Making friends,make,2,joyful
5zo21l,0,I don't care if I'm ugly or not,care,10,confident
5zo0oh,1,* Everyone started somewhere!,start,5,proud
5znzbk,0,Ask me anything!,ask,4,questioning
5znkgl,1,Tell me something good,tell,4,hopeful
5zn626,0,"I need a distraction, let's talk about anything",let,10,joyful
5zn5ew,0,Losing people,lose,2,devastated
5zlqm0,0,Let's talk about wisdom teeth!,let,7,excited
5zlle5,0,I really want to have a female best friend,want,9,jealous
5zldwq,0,I need help,need,3,trusting
5zldon,0,Just failed my first class,fail,5,embarrassed
5zkwga,0,I just voted for the first time in my life,vote,10,proud
5zkf8f,1,I started class yesterday!,start,5,excited
5zjauy,0,Feeling great today,feel,3,joyful
5zivzv,0,I'm getting my wisdom teeth out today!,get,9,excited
5zhcb7,1,I drop off to sleep in good time.,drop,9,content
5zglw7,0,I'm going on a cruise!,go,7,excited
5zgh2a,0,I'm feeling incredibly lucky,feel,5,grateful
5zgfy2,1,Zombie apocalypse breaks out right now.,break,7,terrified
5zgbr1,0,I want to chat.,want,5,anticipating
5zfteo,0,I started working out again.,start,6,hopeful
5zfkle,0,My store always gets robbed,rob,5,devastated
5zdbbs,1,I repair medical equipment for prisons.,repair,7,nostalgic
5zcasl,1,I need constant distraction from the anxiety.,need,8,anxious
5zaqlz,0,I feel like a fat lobster,feel,6,embarrassed
5za4uv,1,I just stress cried and I feel much better.,cry,10,joyful
5yxv4i,0,Always feeling down,feel,3,sad
5yxrlj,1,Feel free to keep posting songs.,feel,7,hopeful
5yxl03,0,Meeting someone new!,meet,4,excited
5yx4n5,0,Learning new things from being high,learn,6,encouraging
5ywy90,0,Really want a friend through some rough times.,want,9,caring
5ywsa8,1,I'm going.,go,4,anticipating
5ywnfi,1,I wont tell anyone.,tell,6,apprehensive
5ywdjg,1,Even suggested activities.,suggest,4,suggesting
5ywct6,0,Hit me up,hit,3,questioning
5yvnyy,0,Ask this magic 8 ball,ask,5,questioning
5yvlqh,0,I just officially ended my first relationship ever...,end,9,excited
5yv9ox,0,You should know of :),know,5,acknowledging
5yur6r,1,Let's chat!,let,4,encouraging
5yt4io,0,I feel so burnt out already,feel,6,sad
5yt1kd,0,Want to hear some of your most beautiful dreams,want,9,sentimental
5ysz2n,0,I was diagnosed with severe ADHD,diagnose,6,agreeing
5ysea1,1,*Some restrictions apply,apply,4,apprehensive
5ysbgl,0,I just got into my top school!,get,8,proud
5yrx6s,1,Basically what the title says.,say,6,acknowledging
5yrlh3,0,I need some help with prom,need,6,confident
5yrj3w,0,I just got my first car!!,get,8,excited
5yr9qs,0,I thought my life would get better at 18.,think,10,hopeful
5yr4u6,0,This isn't going well.,go,6,sad
5yr4bg,0,My mom just made a Steam Account,make,7,proud
5yr3pu,1,Ama.,ama,2,sympathizing
5yqml7,1,People just suck sometimes.,suck,5,agreeing
5yq30a,0,Just got fired from work when to tell SO,fire,9,devastated
5ypw56,1,I propose we call March 10th Mario day.,propose,9,suggesting
5yop42,1,I could actually eat food today!,eat,7,joyful
5yooup,1,Help!,help,2,trusting
5yohtp,0,Looking to add to my collection of useful apps,look,9,prepared
5ynpnf,0,I was just called unintentional.,call,6,guilty
5ynogi,0,Feeling Lonely,feel,2,lonely
5ynhi3,1,I usually go to bed around midnight,go,7,content
5ynf8m,0,My refugee neighbor's child plays tag,play,7,caring
5ynbs4,0,I'm going out for the first time tonight!,go,10,excited
5ynbbk,0,Just making conversation.,make,4,content
5ymm8z,1,Give me ideas for photos!,give,6,encouraging
5ymckl,1,I also love baking.,love,5,proud
5ylssh,0,Just failed my driver's license test,fail,7,ashamed
5yligm,1,You are given teleportation powers for one week.,give,9,anticipating
5yku0b,1,I need motivation folks!,need,5,confident
5yktv2,0,"Bad week for doggos, lost mine too",lose,8,devastated
5yjv7b,0,I paid off my car today.,pay,7,proud
5yjg3p,0,Share a Youtube link!,share,5,suggesting
5yizdo,0,Going to take driving test soon!,go,7,anticipating
5yfmf9,0,Tell me something ironic happened to you or someone,tell,9,suggesting
5yfjqy,0,Explain your hobby.,explain,4,questioning
5yfik7,0,Went to see Logan by myself,go,6,excited
5yf94r,1,Fingers crossed.,cross,3,hopeful
5yew7z,0,24 - looking for casual conversation or maybe fun,look,9,suggesting
5yeu3s,0,I ripped my favorite shorts,rip,5,embarrassed
5ye17k,1,Speak your mind!,speak,4,suggesting
5ydwxu,0,I went to the gym today!,go,7,proud
5ydlx5,0,Snapchat me your world,snapchat,4,encouraging
5ya8eh,0,I think I'm done with music,think,7,sad
5y9ws1,1,Looking to solo travel for the first time!,look,9,excited
5y9dsw,0,I have been told not to come to work tomorrow,tell,10,devastated
5y8ft8,1,Tell me about the one that got away.,tell,9,questioning
5y82ly,0,I am feeling ugly,feel,4,ashamed
5y7xrz,0,wednesdays are meant for 5 questions,mean,6,suggesting
5y7ueo,0,Getting My wisdom teeth out in an hour!,get,9,excited
5y7l7z,1,I almost felt like crying right then and there.,feel,10,sad
5y7cb5,0,I just reached my first 100 karma on posts !,reach,10,proud
5y74rw,0,My partner completely botched our presentation :(,botch,7,embarrassed
5y6j3b,0,Let me recommend you games.,let,6,trusting
5y6ei5,0,HEY i found a puzzle have a look.,find,9,acknowledging
5y680r,0,Looking for documentary,look,3,hopeful
5y61c5,1,I realized I'm a pretty boring person.,realize,9,embarrassed
5y5v1d,0,Meeting someone who knows you without you knowing them,meet,9,trusting
5y5rs6,0,Quitting my Job,quit,3,devastated
5y5r35,1,I respect people's decision to drink or not.,respect,10,faithful
5y5hi3,0,My downstairs apartment neighbors are driving me nuts,drive,8,annoyed
5y57jr,1,I just secretly started watching Grey's Anatomy!,start,9,excited
5y559t,1,Just got some cool news!,get,6,excited
5y54jo,1,I finally got my new gaming laptop!,get,8,proud
5y4zbm,0,Good lord winter can fuck off.,fuck,7,furious
5y4rjz,1,I really want to learn Russian.,want,7,hopeful
5y4e13,0,I'm getting some help!,get,6,trusting
5y4410,1,"Pretty excited, should come tomorrow.",come,7,anticipating
5y42lg,0,I just finished my bachelor's degree!,finish,8,proud
5y3q3n,0,Just got stood up for dinner,stand,6,proud
5y3bbe,0,I feel stagnant,feel,3,sad
5y3a2a,1,"Everything is awful, I hate my life.",hate,9,sad
5y35l8,0,I keep struggling with maths,keep,5,annoyed
5y2i9e,0,Just asked my crush out,ask,5,excited
5y2c2t,0,Painting my fence,paint,3,furious
5y28e6,0,I dont understand some people,understand,6,annoyed
5y1oiu,0,"I saved a bird today, feel pretty good",save,9,proud
5y1a0p,0,Woke up looking forward to my day,woke,7,anticipating
5y0u5u,0,Just going home and fancy a chat :),go,8,joyful
5y0h33,0,I can't sleep because of a spooky movie,sleep,9,afraid
5y04s2,0,Feeling pretty done with everything already this week...,feel,9,content
5xylg5,1,I need a good show to watch.,need,8,confident
5xyhqq,0,My best friend is dating our other best friend,date,9,jealous
5xy6bz,0,For three years I haven't had a girlfriend,have,9,sad
5xy2jj,0,Every night I talk to a crocodile.,talk,8,terrified
5xxuzr,0,"Just broke up, need ideas to stay distracted.",break,10,sad
5xxsf5,1,"I love quotes, song lyrics, anything poetic.",love,10,sentimental
5xxov5,1,My kitty scratched my speaker grill to shreds.,scratch,9,furious
5xxhe9,1,"I mean, like, anything in general.",mean,9,agreeing
5xxg3h,1,I used baking soda instead baking powder.,use,8,trusting
5xx61j,0,I feel so alone I am at the brink,feel,9,afraid
5xx4yu,0,I have been drinking a lot lately..,drink,8,ashamed
5xwxta,0,My coworker made me cry today,make,6,sad
5xwns0,1,Let's chat!,let,4,encouraging
5xw4s0,0,I like making Spotify playlists,like,5,confident
5xw2sm,0,I stupidly googled my symptoms again,google,6,embarrassed
5xvx0l,1,I got my first ever credit card.,get,8,proud
5xvszn,0,We are having a baby!,have,6,excited
5xvmb2,0,Life changing incident,change,3,sad
5xva74,0,I've got book anxiety.,get,6,anxious
5xv51f,0,Dating my friend,date,3,excited
5xu99i,1,Missed it on Saturday.,miss,5,disappointed
5xu56w,0,Missing home cooked food :(,cook,5,sad
5xu33i,0,I think I'm buying my first car tonight!,think,10,excited
5xtjdh,1,Wish me luck.,wish,4,wishing
5xt6ys,0,My sister gave me a burn today,give,7,sad
5xt43x,0,I tried LSD for the first time,try,7,anticipating
5xs2wp,0,Just bought my first ever plane tickets!,buy,8,excited
5xrzp6,0,Gave a homeless guy ten dollars today,give,7,grateful
5xrjow,1,I love the humor and twists this show has.,love,10,proud
5xrcmh,0,Help me pick a Pokémon Team!,help,7,confident
5xrbej,0,I want to fight!,want,5,anticipating
5xr34v,0,The doc has confirmed I've just torn my ACL,confirm,10,excited
5xr1cp,0,Got offered a new job with way better pay!,offer,10,excited
5xqykl,0,I finally got a girlfriend!,get,6,excited
5xqh74,0,I finally got a little fame!,get,7,proud
5xqeer,0,The government should allowed drugs.,allowed,6,ashamed
5xpzu1,0,Taking a staycation with my husband,take,6,content
5xp981,0,Tomorrow I got my 2nd driving exam,get,7,proud
5xoaif,1,Everything seemed to go well.,seem,6,content
5xo097,0,Today i decided to follow my dream,decide,7,hopeful
5xnsaf,1,Starting my Sunday right!,start,5,prepared
5xnjpj,0,Help me settle a disagreement,help,5,confident
5xnj1o,0,I love going to the movies alone,love,7,sentimental
5xn5yq,0,I'm still cringing from a dream I had,cringe,9,embarrassed
5xmv0l,0,Everything is finally working out for me!,work,8,proud
5xmpn5,0,Some would call it Flashception,call,5,surprised
5xmea4,1,I personally think it's pretty cool.,think,8,acknowledging
5xlwuq,0,Just finished watching Community.. for the second time.,finish,10,joyful
5xlplu,1,Just forced onto a 24 hour shift!,force,8,angry
5xlgsl,0,Ran into baby daddy's father.,ran,7,terrified
5xl8fg,1,Let's talk!,let,4,anticipating
5xkox6,0,Describe your dream date.,describe,5,surprised
5xk7cs,0,Went on a first date yesterday! :),go,8,excited
5xjoa9,0,Getting an ipod touch for media.,get,7,prepared
5xjmmk,1,Mass Effect: Andromeda is also coming out soon.,come,10,anticipating
5xj64k,0,Share some awesome things that happened to you in 2016,share,10,joyful
5xiuxb,0,Going on a date in a few hours,go,8,excited
5xhq4g,0,Help!I'm trapped in the Mohave!,trap,6,afraid
5xhclv,1,Distractions needed.,need,3,annoyed
5xh8lr,0,Lately I've been feeling really bored,feel,7,sad
5xgnvk,0,I just moved to Australia from the USA.,move,9,excited
5xg7uc,0,I could use a pick-me-up.,use,10,prepared
5xg040,0,I just need someone to talk to.,need,8,sad
5xffhh,0,So I just asked someone out.,ask,7,excited
5xf56h,0,I lost the game.,lose,5,guilty
5xf06x,0,Tell me about your goofy pets!,tell,7,suggesting
5xetod,0,I got given gold for the first time!,give,9,proud
5xeowg,0,I taught one of my classes today!,teach,8,proud
5xdrrq,0,Just changed my own headlight.,change,6,annoyed
5xd4jq,0,I'm enjoying bass guitar again!,enjoy,7,joyful
5xd2b2,0,I overhead a few people having a conversation about me,overhead,10,jealous
5xcuaz,1,Let's play a game!,let,6,confident
5xc8oi,1,I only failed one question .,fail,6,proud
5xc7y3,0,Just got my first white hair,got,6,excited
5xbkpn,0,I broke my wrist today and feel like an idiot,break,10,embarrassed
5xbhb1,0,Wife surprised me with a Switch,surprise,6,surprised
5xb9pi,1,Feeling lonesome so seeking random conversation with strangers.,feel,9,lonely
5xb2fd,0,Wash your hands FFS!,wash,5,disgusted
5xb279,0,I miss Blockbuster Video,miss,4,nostalgic
5xazm9,1,We've got two children together.,get,7,hopeful
5xauwe,1,Just learning that it is National Unplug Day today!,learn,10,joyful
5xa0jd,0,I want to check in with you :),want,8,consoling
5x9h32,0,Another 6 hours before I can play the new Zelda,play,10,anticipating
5x92sd,0,I'm laying in bed,lay,5,content
5x8nr7,0,I just stopped my best friend from committing suicide,stop,9,caring
5x83t3,1,"Let me know good, bad or indifferent!",let,9,encouraging
5x7sd1,0,Let's talk tattoos!,let,5,excited
5x7qx3,0,I broke a girl's heart today.,break,8,devastated
5x7fta,1,My gf broke up with me.,break,7,sad
5x7fki,0,Not looking forward to my birthday,look,6,sad
5x7fag,1,My best friend lives hundreds of miles away.,live,9,lonely
5x6p3u,0,I'm going on a date Sunday!,go,8,excited
5x6maz,1,I'm thinking of getting a new cell phone.,think,10,suggesting
5x6jvs,0,Let's talk roommates and groceries!,let,7,anticipating
5x5x06,1,Hope your day was better than mine!,hope,8,encouraging
5x5a2t,1,I also love making chocolate chip cookies.,love,8,sentimental
5x2ush,1,Hopefully we leave within the hour.,leave,7,hopeful
5x2uhl,0,I got my first tattoo last night!,get,8,excited
5x2evw,0,My friend bailed out on me ...,bail,7,trusting
5x1ule,0,GF broke up with me for not being vegan,break,9,guilty
5x1s2a,1,1) Tell me about somebody you love.,tell,9,suggesting
5x1on7,1,My friend is going through a breakup.,go,8,sad
5x17yx,0,"Big day tomorrow, would love to talk about anything",love,10,anticipating
5x15g8,1,"Well, yesterday I finally achieved my goal!",achieve,9,proud
5x11bq,0,Currently battling a cold...,battle,5,sad
5x0y7t,0,This Friday is going to be a stressful day,go,9,anxious
5x02p3,1,Tell me a story.,tell,5,suggesting
5wzk5y,1,Let's share!,let,4,encouraging
5wyvcq,0,I just got my first dog today.,get,8,excited
5wyh16,1,I keep looking up but still no UFOs...,keep,9,terrified
5wxu7w,0,I need some cheering up,need,5,sad
5wwsuu,1,Today I sat alone at class as usual.,sit,9,lonely
5wue3b,0,I love you.,love,4,caring
5wu99b,0,Probably going to fail my class,go,6,embarrassed
5wtm22,0,Ex girlfriend is getting married and I feel like shit,marry,10,ashamed
5wtgm7,0,I've decided that right now I'm agnostic.,decide,10,apprehensive
5wsx8g,1,"I never watched movies/TV shows, etc.",watch,10,neutral
5wsmyk,0,Staying up all night tonight!,stay,6,sad
5wsm36,0,I miss the Mountains,miss,4,sentimental
5wsdhz,0,Accidentally caught a friend cheating,catch,5,guilty
5ws8gx,1,I love sports.,love,4,joyful
5wrv3l,0,I don't value myself enough.,value,7,guilty
5wrtos,0,"Just spit it out,whatever it is",spit,8,consoling
5wrgh0,1,Scared to death of thunderstorms ans tornadoes.,scare,8,afraid
5wrash,1,Scared out of my god damned mind.,damn,8,afraid
5wr7f0,0,Well my day went from pathetically uneventful to unexpectedly great,go,10,surprised
5wqjxc,0,Just got my first tabletop rpg rulebook!,got,8,proud
5wqg19,0,The internet felt more fun 15 years ago.,feel,9,nostalgic
5wptg9,0,Going on a 6 hour flight tomorrow,go,7,anticipating
5wpo39,0,Got Accepted to Graduate School Today,accept,6,excited
5wpg3o,0,We just landed our dream job!,land,7,excited
5wpaqz,0,Growing up.,grow,3,sentimental
5wnfnf,0,I'm supposed to go to therapy,suppose,7,anticipating
5wn5a0,1,Not like I didn't expect pain.,expect,8,surprised
5wmy3h,0,I’ve been having a rough week,have,7,sad
5wmrf6,0,I think I'll abstain from alcohol for a while,think,10,hopeful
5wlzwi,0,Tell me about your current crush,tell,6,questioning
5wlr8x,0,I work at a mental hospital,work,6,caring
5wl5do,1,Woke up in an extremely bad mood.,woke,8,sad
5wdvmc,1,Heard someone say that in a bad way.,hear,9,guilty
5wdlqh,0,Nobody will talk to me,talk,5,lonely
5wd12w,0,Feeling Sympathy For My Old Video Games.,feel,8,sentimental
5wd08n,0,Lets play a little game,play,5,suggesting
5wcuib,0,Asked a guy out for the first time ever,ask,9,hopeful
5wco5w,0,A girl I love is getting married tomorrow.,marry,9,excited
5wclyn,0,Completely nailed my Physics II midterm!,nail,7,proud
5wc8b3,1,Only slightly melted.,melt,4,neutral
5wc4n2,0,Let me recommend you music,let,5,trusting
5wc1h6,1,I reacted awkwardly.,react,4,embarrassed
5waryj,0,I got my first tattoo this week!!,get,9,excited
5w9u79,0,I really miss being a kid.,miss,7,nostalgic
5w9bic,1,I just need to talk to some people.,need,9,anticipating
5w91v1,1,Going into day two with antibiotics.,go,7,anticipating
5w90gm,0,I came out to someone :),come,6,grateful
5w8m41,1,This has caused me to write lyrics.,cause,8,confident
